Latitude,Longtitude,Pressure [hPa],Height [m],Temperature [C],Relative Humidity [%],Wind Direction [deg],Wind Speed [knot]
,,200.0,12431.0,-51.6,17.0,249.0,53.0
,,150.0,14230.0,-66.3,36.0,230.0,25.0
,,100.0,16601.0,-80.2,93.0,39.0,7.0
b'13.0000',b'-76.0000',1013.5,0.0,25.6,78.0,66.0,16.0
,,1000.0,117.0,24.4,75.0,66.0,18.0
,,975.0,339.0,22.2,81.0,66.0,19.0
,,950.0,564.0,20.1,88.0,66.0,20.0
,,925.0,794.0,18.1,93.0,66.0,20.0
,,900.0,1029.0,17.4,73.0,67.0,21.0
,,850.0,1516.0,15.8,41.0,64.0,19.0
,,800.0,2028.0,13.7,24.0,69.0,14.0
,,750.0,2570.0,13.1,8.0,77.0,9.0
,,700.0,3146.0,11.2,4.0,88.0,9.0
,,650.0,3760.0,8.1,3.0,99.0,7.0
,,600.0,4415.0,4.5,0.0,110.0,13.0
,,550.0,5119.0,2.0,1.0,93.0,13.0
,,500.0,5882.0,-1.6,5.0,64.0,14.0
,,450.0,6707.0,-9.0,8.0,76.0,9.0
,,400.0,7605.0,-16.4,9.0,32.0,3.0
,,350.0,8594.0,-23.8,10.0,295.0,15.0
,,300.0,9699.0,-32.9,22.0,274.0,31.0
,,250.0,10956.0,-41.9,42.0,271.0,45.0
,,200.0,12434.0,-51.7,17.0,253.0,52.0
,,150.0,14232.0,-66.6,45.0,233.0,23.0
,,100.0,16602.0,-80.4,96.0,46.0,8.0
b'13.0000',b'-75.0000',1013.6,0.0,25.6,77.0,77.0,16.0
,,1000.0,118.0,24.4,74.0,77.0,18.0
,,975.0,340.0,22.2,79.0,77.0,19.0
,,950.0,566.0,20.2,84.0,77.0,20.0
,,925.0,796.0,18.2,88.0,78.0,21.0
,,900.0,1030.0,16.8,86.0,79.0,20.0
,,850.0,1517.0,15.5,38.0,72.0,17.0
,,800.0,2028.0,13.8,17.0,80.0,13.0
,,750.0,2570.0,13.2,8.0,97.0,12.0
,,700.0,3147.0,11.4,3.0,102.0,9.0
,,650.0,3761.0,8.0,2.0,116.0,7.0
,,600.0,4416.0,4.7,1.0,119.0,16.0
,,550.0,5119.0,1.7,0.0,104.0,14.0
,,500.0,5882.0,-1.8,3.0,65.0,16.0
,,450.0,6708.0,-8.6,6.0,70.0,11.0
,,400.0,7607.0,-16.2,8.0,7.0,5.0
,,350.0,8597.0,-23.6,9.0,300.0,15.0
,,300.0,9702.0,-32.7,21.0,275.0,30.0
,,250.0,10959.0,-41.9,36.0,272.0,43.0
,,200.0,12437.0,-51.9,17.0,257.0,50.0
,,150.0,14233.0,-66.9,60.0,240.0,24.0
,,100.0,16602.0,-80.5,98.0,58.0,8.0
b'13.0000',b'-74.0000',1013.8,0.0,25.3,80.0,85.0,17.0
,,1000.0,120.0,24.2,77.0,85.0,20.0
,,975.0,342.0,22.1,83.0,85.0,21.0
,,950.0,567.0,20.0,89.0,85.0,22.0
,,925.0,797.0,18.2,90.0,86.0,22.0
,,900.0,1032.0,17.2,75.0,88.0,20.0
,,850.0,1518.0,14.7,58.0,82.0,16.0
,,800.0,2029.0,13.9,15.0,90.0,10.0
,,750.0,2571.0,13.2,8.0,97.0,10.0
,,700.0,3148.0,11.4,4.0,103.0,8.0
,,650.0,3762.0,8.2,2.0,114.0,13.0
,,600.0,4417.0,4.9,1.0,121.0,17.0
,,550.0,5121.0,1.5,1.0,116.0,14.0
,,500.0,5882.0,-2.1,1.0,74.0,14.0
,,450.0,6709.0,-8.4,6.0,65.0,11.0
,,400.0,7608.0,-16.1,8.0,19.0,5.0
,,350.0,8598.0,-23.6,9.0,305.0,13.0
,,300.0,9704.0,-32.6,18.0,278.0,29.0
,,250.0,10960.0,-42.1,37.0,270.0,41.0
,,200.0,12439.0,-52.0,16.0,260.0,50.0
,,150.0,14233.0,-66.8,67.0,248.0,25.0
,,100.0,16600.0,-80.5,98.0,66.0,9.0
b'13.0000',b'-73.0000',1014.0,0.0,25.3,80.0,88.0,17.0
,,1000.0,122.0,24.2,76.0,88.0,20.0
,,975.0,343.0,22.1,81.0,88.0,22.0
,,950.0,569.0,20.1,87.0,88.0,22.0
,,925.0,799.0,18.2,90.0,89.0,23.0
,,900.0,1034.0,17.2,79.0,91.0,21.0
,,850.0,1520.0,13.9,84.0,89.0,14.0
,,800.0,2030.0,13.5,21.0,86.0,8.0
,,750.0,2572.0,13.6,7.0,84.0,6.0
,,700.0,3150.0,11.4,4.0,92.0,7.0
,,650.0,3764.0,8.4,2.0,111.0,15.0
,,600.0,4419.0,4.9,2.0,116.0,17.0
,,550.0,5123.0,1.5,1.0,121.0,15.0
,,500.0,5883.0,-2.4,1.0,90.0,12.0
,,450.0,6709.0,-8.5,6.0,59.0,10.0
,,400.0,7609.0,-16.0,10.0,67.0,4.0
,,350.0,8598.0,-23.9,12.0,310.0,10.0
,,300.0,9703.0,-32.6,18.0,284.0,29.0
,,250.0,10960.0,-42.1,37.0,268.0,42.0
,,200.0,12438.0,-52.1,16.0,263.0,51.0
,,150.0,14232.0,-66.8,69.0,254.0,25.0
,,100.0,16598.0,-80.4,99.0,72.0,11.0
b'13.0000',b'-72.0000',1014.1,0.0,25.3,79.0,89.0,18.0
,,1000.0,123.0,24.2,76.0,88.0,21.0
,,975.0,344.0,22.1,81.0,88.0,22.0
,,950.0,570.0,20.0,88.0,88.0,23.0
,,925.0,800.0,18.1,91.0,88.0,23.0
,,900.0,1034.0,16.9,84.0,90.0,22.0
,,850.0,1520.0,14.9,58.0,87.0,12.0
,,800.0,2031.0,13.2,30.0,84.0,5.0
,,750.0,2573.0,13.5,6.0,61.0,3.0
,,700.0,3151.0,11.6,3.0,90.0,7.0
,,650.0,3766.0,8.8,2.0,109.0,15.0
,,600.0,4422.0,4.8,2.0,112.0,16.0
,,550.0,5125.0,1.2,1.0,121.0,15.0
,,500.0,5884.0,-3.0,1.0,103.0,11.0
,,450.0,6709.0,-8.8,5.0,58.0,10.0
,,400.0,7608.0,-15.9,13.0,97.0,5.0
,,350.0,8597.0,-24.1,14.0,311.0,8.0
,,300.0,9702.0,-32.8,24.0,290.0,29.0
,,250.0,10958.0,-41.9,32.0,268.0,43.0
,,200.0,12438.0,-52.2,16.0,266.0,53.0
,,150.0,14231.0,-66.8,73.0,258.0,27.0
,,100.0,16595.0,-80.4,99.0,74.0,13.0
b'13.0000',b'-71.0000',1014.3,0.0,25.5,77.0,88.0,18.0
,,1000.0,124.0,24.2,74.0,88.0,21.0
,,975.0,346.0,22.2,79.0,87.0,22.0
,,950.0,571.0,20.1,86.0,87.0,22.0
,,925.0,801.0,18.0,90.0,87.0,22.0
,,900.0,1036.0,16.5,88.0,90.0,20.0
,,850.0,1522.0,15.1,50.0,93.0,8.0
,,800.0,2033.0,12.5,40.0,111.0,2.0
,,750.0,2574.0,13.4,6.0,40.0,2.0
,,700.0,3151.0,11.9,2.0,106.0,8.0
,,650.0,3767.0,9.0,2.0,101.0,14.0
,,600.0,4423.0,4.8,2.0,106.0,15.0
,,550.0,5126.0,0.9,1.0,122.0,16.0
,,500.0,5885.0,-3.1,1.0,111.0,12.0
,,450.0,6709.0,-9.0,4.0,50.0,10.0
,,400.0,7607.0,-15.8,11.0,79.0,5.0
,,350.0,8596.0,-24.3,17.0,331.0,6.0
,,300.0,9699.0,-33.0,28.0,294.0,28.0
,,250.0,10956.0,-41.8,24.0,272.0,45.0
,,200.0,12436.0,-52.3,17.0,269.0,55.0
,,150.0,14229.0,-66.8,75.0,262.0,30.0
,,100.0,16591.0,-80.4,97.0,75.0,14.0
b'13.0000',b'-70.0000',1014.6,0.0,25.7,74.0,88.0,17.0
,,1000.0,127.0,24.4,71.0,88.0,19.0
,,975.0,348.0,22.2,76.0,87.0,20.0
,,950.0,574.0,20.1,82.0,87.0,20.0
,,925.0,804.0,18.0,88.0,88.0,20.0
,,900.0,1038.0,16.4,87.0,93.0,18.0
,,850.0,1524.0,14.4,63.0,111.0,9.0
,,800.0,2034.0,12.4,41.0,196.0,3.0
,,750.0,2575.0,13.2,5.0,157.0,2.0
,,700.0,3152.0,12.2,2.0,110.0,9.0
,,650.0,3768.0,9.0,2.0,99.0,13.0
,,600.0,4424.0,4.7,3.0,105.0,14.0
,,550.0,5127.0,0.8,2.0,117.0,15.0
,,500.0,5885.0,-3.4,1.0,109.0,14.0
,,450.0,6708.0,-9.3,3.0,47.0,10.0
,,400.0,7606.0,-15.9,10.0,60.0,7.0
,,350.0,8594.0,-24.3,19.0,342.0,6.0
,,300.0,9698.0,-33.0,31.0,296.0,26.0
,,250.0,10954.0,-41.7,20.0,276.0,46.0
,,200.0,12434.0,-52.3,17.0,272.0,57.0
,,150.0,14227.0,-66.9,71.0,265.0,33.0
,,100.0,16589.0,-80.6,98.0,76.0,16.0
b'13.0000',b'-69.0000',1014.9,0.0,25.7,72.0,86.0,15.0
,,1000.0,130.0,24.4,67.0,86.0,17.0
,,975.0,351.0,22.2,72.0,86.0,17.0
,,950.0,576.0,20.1,78.0,86.0,18.0
,,925.0,806.0,18.0,84.0,87.0,18.0
,,900.0,1041.0,16.5,80.0,94.0,17.0
,,850.0,1526.0,14.0,73.0,128.0,8.0
,,800.0,2035.0,12.2,37.0,201.0,5.0
,,750.0,2576.0,13.6,3.0,152.0,5.0
,,700.0,3155.0,12.4,2.0,108.0,10.0
,,650.0,3771.0,8.8,3.0,101.0,12.0
,,600.0,4426.0,4.5,3.0,106.0,12.0
,,550.0,5128.0,0.4,3.0,114.0,14.0
,,500.0,5885.0,-3.8,1.0,110.0,17.0
,,450.0,6707.0,-9.8,3.0,55.0,11.0
,,400.0,7604.0,-15.8,9.0,44.0,10.0
,,350.0,8593.0,-24.0,20.0,346.0,8.0
,,300.0,9698.0,-33.0,30.0,298.0,25.0
,,250.0,10954.0,-41.5,19.0,279.0,46.0
,,200.0,12434.0,-52.4,18.0,275.0,58.0
,,150.0,14226.0,-67.0,67.0,267.0,35.0
,,100.0,16587.0,-81.0,100.0,73.0,17.0
b'13.0000',b'-68.0000',1015.1,0.0,25.7,70.0,86.0,14.0
,,1000.0,132.0,24.4,66.0,86.0,16.0
,,975.0,353.0,22.2,71.0,86.0,17.0
,,950.0,578.0,20.1,77.0,87.0,17.0
,,925.0,808.0,18.0,82.0,88.0,17.0
,,900.0,1042.0,16.6,74.0,95.0,16.0
,,850.0,1528.0,14.2,69.0,133.0,8.0
,,800.0,2038.0,12.4,38.0,199.0,8.0
,,750.0,2579.0,14.0,2.0,167.0,5.0
,,700.0,3157.0,12.0,3.0,106.0,10.0
,,650.0,3772.0,8.5,3.0,103.0,13.0
,,600.0,4427.0,4.2,4.0,102.0,11.0
,,550.0,5128.0,0.2,2.0,109.0,14.0
,,500.0,5885.0,-3.9,1.0,106.0,19.0
,,450.0,6707.0,-9.6,3.0,54.0,12.0
,,400.0,7604.0,-15.9,7.0,30.0,11.0
,,350.0,8594.0,-24.1,19.0,350.0,9.0
,,300.0,9697.0,-32.8,22.0,304.0,23.0
,,250.0,10955.0,-41.4,20.0,281.0,46.0
,,200.0,12435.0,-52.4,19.0,277.0,58.0
,,150.0,14227.0,-67.1,69.0,269.0,36.0
,,100.0,16586.0,-81.4,100.0,68.0,17.0
b'13.0000',b'-67.0000',1015.3,0.0,25.5,74.0,87.0,14.0
,,1000.0,133.0,24.1,72.0,88.0,16.0
,,975.0,354.0,22.0,78.0,88.0,17.0
,,950.0,580.0,19.8,84.0,88.0,17.0
,,925.0,809.0,17.7,90.0,90.0,17.0
,,900.0,1043.0,16.7,74.0,95.0,16.0
,,850.0,1529.0,14.5,62.0,135.0,7.0
,,800.0,2040.0,12.8,44.0,210.0,8.0
,,750.0,2582.0,13.6,7.0,165.0,4.0
,,700.0,3159.0,11.9,2.0,98.0,11.0
,,650.0,3774.0,8.2,3.0,100.0,13.0
,,600.0,4429.0,4.2,4.0,90.0,10.0
,,550.0,5130.0,0.2,2.0,104.0,13.0
,,500.0,5886.0,-4.2,2.0,102.0,20.0
,,450.0,6708.0,-9.8,3.0,55.0,13.0
,,400.0,7604.0,-16.2,7.0,20.0,14.0
,,350.0,8593.0,-24.2,20.0,1.0,9.0
,,300.0,9697.0,-32.5,13.0,313.0,23.0
,,250.0,10956.0,-41.2,20.0,282.0,46.0
,,200.0,12437.0,-52.4,20.0,279.0,57.0
,,150.0,14229.0,-67.3,73.0,271.0,37.0
,,100.0,16586.0,-81.7,100.0,59.0,17.0
b'13.0000',b'-66.0000',1015.4,0.0,25.5,76.0,90.0,14.0
,,1000.0,134.0,24.1,74.0,90.0,16.0
,,975.0,355.0,22.0,80.0,90.0,17.0
,,950.0,581.0,19.9,87.0,90.0,17.0
,,925.0,810.0,17.7,93.0,90.0,18.0
,,900.0,1045.0,16.5,83.0,92.0,17.0
,,850.0,1531.0,14.7,56.0,120.0,6.0
,,800.0,2042.0,12.9,48.0,210.0,7.0
,,750.0,2583.0,13.5,9.0,116.0,5.0
,,700.0,3161.0,12.1,3.0,92.0,11.0
,,650.0,3776.0,8.2,4.0,90.0,10.0
,,600.0,4431.0,4.1,4.0,79.0,8.0
,,550.0,5132.0,0.2,2.0,99.0,12.0
,,500.0,5888.0,-4.6,4.0,99.0,19.0
,,450.0,6708.0,-10.1,4.0,62.0,13.0
,,400.0,7604.0,-16.4,6.0,21.0,17.0
,,350.0,8593.0,-24.1,17.0,6.0,10.0
,,300.0,9697.0,-32.4,12.0,318.0,24.0
,,250.0,10956.0,-41.0,21.0,284.0,47.0
,,200.0,12438.0,-52.3,19.0,280.0,56.0
,,150.0,14230.0,-67.3,73.0,274.0,36.0
,,100.0,16586.0,-82.0,100.0,48.0,18.0
b'13.0000',b'-65.0000',1015.5,0.0,25.7,74.0,90.0,15.0
,,1000.0,134.0,24.2,72.0,89.0,17.0
,,975.0,356.0,22.2,77.0,89.0,17.0
,,950.0,581.0,20.1,84.0,89.0,18.0
,,925.0,811.0,18.0,90.0,89.0,18.0
,,900.0,1046.0,16.2,92.0,88.0,17.0
,,850.0,1532.0,15.0,51.0,94.0,7.0
,,800.0,2043.0,13.6,26.0,225.0,3.0
,,750.0,2585.0,13.5,8.0,90.0,5.0
,,700.0,3163.0,12.2,4.0,85.0,9.0
,,650.0,3778.0,8.2,5.0,72.0,8.0
,,600.0,4432.0,4.1,4.0,71.0,7.0
,,550.0,5133.0,0.2,2.0,95.0,11.0
,,500.0,5889.0,-4.9,5.0,93.0,19.0
,,450.0,6707.0,-10.5,5.0,66.0,14.0
,,400.0,7603.0,-16.6,5.0,22.0,19.0
,,350.0,8592.0,-23.9,13.0,0.0,12.0
,,300.0,9696.0,-32.5,15.0,321.0,24.0
,,250.0,10956.0,-41.0,21.0,287.0,48.0
,,200.0,12438.0,-52.3,19.0,281.0,56.0
,,150.0,14231.0,-67.4,68.0,279.0,36.0
,,100.0,16585.0,-82.2,100.0,39.0,20.0
b'13.0000',b'-64.0000',1015.5,0.0,25.6,75.0,93.0,14.0
,,1000.0,135.0,24.2,72.0,92.0,15.0
,,975.0,356.0,22.1,78.0,92.0,16.0
,,950.0,582.0,20.0,85.0,91.0,17.0
,,925.0,812.0,17.9,90.0,91.0,17.0
,,900.0,1046.0,17.1,71.0,88.0,18.0
,,850.0,1532.0,15.2,46.0,84.0,9.0
,,800.0,2044.0,13.2,35.0,68.0,0.0
,,750.0,2586.0,13.8,8.0,82.0,5.0
,,700.0,3164.0,11.9,5.0,81.0,7.0
,,650.0,3779.0,8.2,5.0,68.0,8.0
,,600.0,4433.0,4.1,4.0,72.0,8.0
,,550.0,5134.0,0.2,1.0,84.0,11.0
,,500.0,5890.0,-5.1,5.0,83.0,18.0
,,450.0,6708.0,-10.6,5.0,61.0,15.0
,,400.0,7602.0,-16.8,4.0,20.0,18.0
,,350.0,8591.0,-23.9,11.0,356.0,12.0
,,300.0,9695.0,-32.6,17.0,325.0,23.0
,,250.0,10956.0,-41.0,24.0,290.0,48.0
,,200.0,12438.0,-52.2,18.0,283.0,57.0
,,150.0,14232.0,-67.3,63.0,285.0,38.0
,,100.0,16585.0,-82.5,100.0,31.0,23.0
b'13.0000',b'-63.0000',1015.6,0.0,25.6,74.0,95.0,12.0
,,1000.0,136.0,24.2,72.0,94.0,14.0
,,975.0,357.0,22.1,78.0,94.0,14.0
,,950.0,583.0,20.0,85.0,94.0,15.0
,,925.0,813.0,18.1,88.0,94.0,16.0
,,900.0,1047.0,17.4,71.0,92.0,18.0
,,850.0,1534.0,14.8,56.0,81.0,12.0
,,800.0,2045.0,13.1,30.0,63.0,3.0
,,750.0,2586.0,13.4,8.0,67.0,6.0
,,700.0,3164.0,12.0,6.0,76.0,7.0
,,650.0,3779.0,8.4,5.0,70.0,7.0
,,600.0,4434.0,4.2,3.0,71.0,9.0
,,550.0,5135.0,0.1,2.0,72.0,12.0
,,500.0,5890.0,-5.3,6.0,72.0,18.0
,,450.0,6707.0,-10.8,5.0,56.0,17.0
,,400.0,7602.0,-16.8,4.0,15.0,17.0
,,350.0,8590.0,-23.9,10.0,350.0,13.0
,,300.0,9694.0,-32.7,20.0,330.0,22.0
,,250.0,10954.0,-41.1,27.0,295.0,48.0
,,200.0,12437.0,-52.2,17.0,285.0,59.0
,,150.0,14231.0,-67.2,58.0,291.0,43.0
,,100.0,16584.0,-82.7,100.0,25.0,27.0
b'13.0000',b'-62.0000',1015.8,0.0,25.6,74.0,96.0,11.0
,,1000.0,138.0,24.2,73.0,95.0,12.0
,,975.0,359.0,22.1,79.0,95.0,13.0
,,950.0,585.0,20.0,86.0,94.0,13.0
,,925.0,814.0,17.9,92.0,93.0,14.0
,,900.0,1049.0,16.7,85.0,91.0,15.0
,,850.0,1535.0,14.0,83.0,83.0,14.0
,,800.0,2045.0,11.8,66.0,74.0,10.0
,,750.0,2586.0,13.4,10.0,65.0,5.0
,,700.0,3163.0,11.9,6.0,74.0,7.0
,,650.0,3778.0,8.5,5.0,71.0,7.0
,,600.0,4434.0,4.5,3.0,68.0,10.0
,,550.0,5135.0,-0.1,2.0,62.0,13.0
,,500.0,5889.0,-5.5,6.0,64.0,17.0
,,450.0,6706.0,-10.8,7.0,55.0,19.0
,,400.0,7600.0,-16.9,4.0,15.0,17.0
,,350.0,8588.0,-24.0,9.0,350.0,16.0
,,300.0,9692.0,-32.8,22.0,334.0,22.0
,,250.0,10953.0,-41.1,22.0,299.0,49.0
,,200.0,12435.0,-52.2,16.0,289.0,63.0
,,150.0,14230.0,-67.1,54.0,296.0,47.0
,,100.0,16585.0,-82.8,100.0,19.0,30.0
b'13.0000',b'-61.0000',1016.4,-3.0,25.6,73.0,83.0,10.0
,,1000.0,139.0,23.9,72.0,82.0,11.0
,,975.0,360.0,21.9,79.0,82.0,11.0
,,950.0,586.0,19.8,87.0,82.0,12.0
,,925.0,815.0,17.6,94.0,82.0,13.0
,,900.0,1050.0,16.5,84.0,80.0,14.0
,,850.0,1535.0,13.9,79.0,74.0,14.0
,,800.0,2045.0,11.5,76.0,68.0,13.0
,,750.0,2585.0,13.6,13.0,71.0,5.0
,,700.0,3163.0,11.7,6.0,71.0,6.0
,,650.0,3778.0,8.4,5.0,71.0,7.0
,,600.0,4433.0,4.4,3.0,66.0,10.0
,,550.0,5134.0,-0.2,2.0,55.0,14.0
,,500.0,5888.0,-5.8,8.0,55.0,17.0
,,450.0,6704.0,-11.0,9.0,53.0,20.0
,,400.0,7598.0,-17.1,4.0,19.0,18.0
,,350.0,8585.0,-24.2,11.0,349.0,20.0
,,300.0,9689.0,-32.7,21.0,334.0,25.0
,,250.0,10950.0,-41.0,19.0,304.0,49.0
,,200.0,12433.0,-52.1,14.0,292.0,67.0
,,150.0,14228.0,-66.9,55.0,301.0,51.0
,,100.0,16584.0,-82.8,100.0,13.0,33.0
b'13.0000',b'-60.0000',1016.2,-1.0,25.4,73.0,83.0,9.0
,,1000.0,140.0,23.9,73.0,82.0,10.0
,,975.0,361.0,21.8,80.0,82.0,11.0
,,950.0,586.0,19.8,87.0,82.0,12.0
,,925.0,816.0,17.7,93.0,81.0,13.0
,,900.0,1050.0,16.5,88.0,79.0,14.0
,,850.0,1536.0,14.0,85.0,72.0,15.0
,,800.0,2046.0,11.1,87.0,68.0,13.0
,,750.0,2585.0,13.0,17.0,72.0,5.0
,,700.0,3162.0,11.6,6.0,72.0,5.0
,,650.0,3777.0,8.4,4.0,71.0,6.0
,,600.0,4432.0,4.2,3.0,62.0,9.0
,,550.0,5133.0,-0.3,3.0,49.0,14.0
,,500.0,5886.0,-5.9,9.0,47.0,17.0
,,450.0,6702.0,-11.1,10.0,49.0,21.0
,,400.0,7595.0,-17.3,7.0,23.0,20.0
,,350.0,8582.0,-24.3,9.0,348.0,23.0
,,300.0,9685.0,-32.7,20.0,335.0,27.0
,,250.0,10947.0,-40.9,17.0,308.0,50.0
,,200.0,12429.0,-52.0,14.0,295.0,69.0
,,150.0,14225.0,-66.8,51.0,305.0,56.0
,,100.0,16584.0,-82.6,100.0,8.0,36.0
b'13.0000',b'-59.0000',1016.2,0.0,25.2,75.0,87.0,10.0
,,1000.0,141.0,23.6,74.0,87.0,11.0
,,975.0,362.0,21.6,81.0,87.0,11.0
,,950.0,587.0,19.5,89.0,87.0,12.0
,,925.0,816.0,17.7,92.0,87.0,13.0
,,900.0,1051.0,16.4,89.0,84.0,15.0
,,850.0,1536.0,13.9,89.0,75.0,15.0
,,800.0,2046.0,11.1,90.0,66.0,13.0
,,750.0,2585.0,12.5,27.0,74.0,6.0
,,700.0,3162.0,11.6,5.0,60.0,4.0
,,650.0,3776.0,8.2,4.0,64.0,5.0
,,600.0,4431.0,4.0,4.0,55.0,8.0
,,550.0,5131.0,-0.5,3.0,45.0,14.0
,,500.0,5884.0,-6.0,9.0,43.0,17.0
,,450.0,6699.0,-11.3,11.0,46.0,21.0
,,400.0,7592.0,-17.3,8.0,27.0,22.0
,,350.0,8578.0,-24.5,10.0,350.0,24.0
,,300.0,9681.0,-32.7,21.0,333.0,28.0
,,250.0,10943.0,-40.9,14.0,310.0,48.0
,,200.0,12424.0,-51.9,14.0,298.0,70.0
,,150.0,14221.0,-66.6,44.0,311.0,63.0
,,100.0,16583.0,-82.2,99.0,4.0,39.0
b'13.0000',b'-58.0000',1016.3,0.0,25.1,75.0,84.0,12.0
,,1000.0,141.0,23.6,74.0,85.0,14.0
,,975.0,362.0,21.5,80.0,85.0,15.0
,,950.0,587.0,19.5,87.0,85.0,15.0
,,925.0,817.0,17.6,92.0,86.0,16.0
,,900.0,1051.0,16.2,91.0,87.0,16.0
,,850.0,1536.0,13.8,88.0,81.0,15.0
,,800.0,2046.0,11.1,89.0,63.0,12.0
,,750.0,2584.0,12.4,23.0,65.0,5.0
,,700.0,3161.0,11.7,4.0,41.0,4.0
,,650.0,3776.0,8.2,4.0,49.0,4.0
,,600.0,4430.0,3.8,4.0,47.0,8.0
,,550.0,5129.0,-0.6,3.0,41.0,13.0
,,500.0,5882.0,-6.1,8.0,37.0,16.0
,,450.0,6697.0,-11.5,11.0,41.0,20.0
,,400.0,7590.0,-17.5,8.0,30.0,23.0
,,350.0,8574.0,-24.8,9.0,354.0,25.0
,,300.0,9677.0,-32.9,20.0,330.0,30.0
,,250.0,10938.0,-40.8,10.0,313.0,48.0
,,200.0,12419.0,-52.0,12.0,300.0,70.0
,,150.0,14217.0,-66.4,37.0,316.0,67.0
,,100.0,16580.0,-81.7,91.0,1.0,41.0
b'13.0000',b'-57.0000',1016.3,0.0,25.1,75.0,79.0,14.0
,,1000.0,142.0,23.6,73.0,79.0,16.0
,,975.0,363.0,21.5,79.0,79.0,16.0
,,950.0,588.0,19.4,86.0,79.0,17.0
,,925.0,817.0,17.5,90.0,80.0,17.0
,,900.0,1051.0,16.1,88.0,82.0,16.0
,,850.0,1536.0,13.5,89.0,80.0,11.0
,,800.0,2045.0,10.2,97.0,72.0,9.0
,,750.0,2583.0,12.7,16.0,34.0,3.0
,,700.0,3160.0,11.7,3.0,30.0,5.0
,,650.0,3774.0,8.2,4.0,38.0,4.0
,,600.0,4429.0,3.9,4.0,41.0,7.0
,,550.0,5128.0,-0.8,4.0,33.0,12.0
,,500.0,5881.0,-6.1,8.0,28.0,15.0
,,450.0,6696.0,-11.6,9.0,34.0,19.0
,,400.0,7587.0,-17.7,7.0,29.0,23.0
,,350.0,8571.0,-25.1,9.0,358.0,26.0
,,300.0,9672.0,-33.0,18.0,328.0,33.0
,,250.0,10933.0,-40.6,10.0,314.0,49.0
,,200.0,12414.0,-52.2,15.0,305.0,69.0
,,150.0,14212.0,-66.2,34.0,320.0,69.0
,,100.0,16578.0,-81.3,86.0,357.0,42.0
b'13.0000',b'-56.0000',1016.5,0.0,25.1,74.0,72.0,14.0
,,1000.0,143.0,23.5,72.0,72.0,15.0
,,975.0,363.0,21.4,78.0,72.0,15.0
,,950.0,588.0,19.2,85.0,72.0,16.0
,,925.0,817.0,17.1,91.0,73.0,16.0
,,900.0,1051.0,15.9,82.0,74.0,13.0
,,850.0,1535.0,13.2,80.0,68.0,8.0
,,800.0,2043.0,10.0,86.0,65.0,6.0
,,750.0,2582.0,12.5,8.0,0.0,4.0
,,700.0,3158.0,11.7,2.0,7.0,5.0
,,650.0,3773.0,8.4,3.0,20.0,5.0
,,600.0,4427.0,3.9,4.0,29.0,8.0
,,550.0,5127.0,-0.8,4.0,22.0,12.0
,,500.0,5879.0,-6.1,8.0,16.0,16.0
,,450.0,6694.0,-11.6,7.0,22.0,18.0
,,400.0,7585.0,-17.8,6.0,22.0,22.0
,,350.0,8568.0,-25.5,9.0,358.0,26.0
,,300.0,9667.0,-33.3,16.0,329.0,36.0
,,250.0,10927.0,-40.8,9.0,314.0,48.0
,,200.0,12407.0,-52.2,18.0,310.0,66.0
,,150.0,14206.0,-66.0,32.0,323.0,69.0
,,100.0,16575.0,-81.0,81.0,352.0,43.0
b'13.0000',b'-55.0000',1016.5,0.0,24.9,73.0,68.0,13.0
,,1000.0,143.0,23.2,71.0,68.0,15.0
,,975.0,364.0,21.2,77.0,68.0,15.0
,,950.0,588.0,19.0,84.0,69.0,15.0
,,925.0,817.0,16.9,89.0,70.0,14.0
,,900.0,1051.0,15.6,83.0,71.0,11.0
,,850.0,1534.0,13.1,65.0,61.0,6.0
,,800.0,2042.0,10.5,61.0,24.0,3.0
,,750.0,2580.0,12.2,6.0,336.0,4.0
,,700.0,3156.0,11.4,2.0,342.0,6.0
,,650.0,3771.0,8.2,2.0,356.0,6.0
,,600.0,4425.0,4.0,3.0,17.0,10.0
,,550.0,5125.0,-0.8,4.0,11.0,13.0
,,500.0,5877.0,-6.2,7.0,6.0,17.0
,,450.0,6691.0,-11.8,7.0,9.0,19.0
,,400.0,7582.0,-18.0,6.0,12.0,22.0
,,350.0,8564.0,-25.8,10.0,354.0,27.0
,,300.0,9662.0,-33.7,14.0,328.0,38.0
,,250.0,10919.0,-41.4,9.0,314.0,49.0
,,200.0,12398.0,-52.2,14.0,315.0,63.0
,,150.0,14200.0,-65.5,26.0,326.0,71.0
,,100.0,16571.0,-80.7,77.0,347.0,43.0
b'13.0000',b'-54.0000',1016.6,0.0,24.7,72.0,63.0,13.0
,,1000.0,144.0,23.0,71.0,64.0,14.0
,,975.0,364.0,20.9,77.0,64.0,14.0
,,950.0,589.0,18.8,84.0,65.0,14.0
,,925.0,817.0,16.6,90.0,66.0,13.0
,,900.0,1050.0,15.2,80.0,68.0,10.0
,,850.0,1534.0,13.2,52.0,55.0,4.0
,,800.0,2041.0,11.0,40.0,300.0,2.0
,,750.0,2579.0,11.9,6.0,316.0,5.0
,,700.0,3154.0,11.1,2.0,327.0,8.0
,,650.0,3768.0,8.2,2.0,339.0,8.0
,,600.0,4423.0,4.1,3.0,6.0,11.0
