Latitude,Longtitude,Pressure [hPa],Height [m],Temperature [C],Relative Humidity [%],Wind Direction [deg],Wind Speed [knot]
2.83,-60.7,20458,51.1,-65.3,3,282,38
2.83,-60.7,23497,31.0,-63.7,1,295,22
21.99,-159.34,610,947.1,16.5,70,50,14
21.99,-159.34,1707,831.0,8.8,66,51,13
21.99,-159.34,2074,795.0,9.0,40,31,17
21.99,-159.34,2743,733.0,7.4,20,30,21
21.99,-159.34,4877,562.1,-6.6,17,340,28
21.99,-159.34,7620,390.1,-27.4,20,10,57
21.99,-159.34,9810,285.0,-35.9,18,347,73
21.99,-159.34,12230,200.0,-47.9,16,330,60
21.99,-159.34,14856,132.0,-65.9,24,331,42
21.99,-159.34,17724,80.7,-73.1,24,351,23
21.99,-159.34,19202,62.6,-74.0,27,20,14
21.99,-159.34,20662,49.0,-65.5,24,77,18
21.99,-159.34,22378,37.0,-63.5,21,80,19
21.99,-159.34,25135,23.9,-55.9,16,97,34
21.99,-159.34,28412,14.4,-48.1,14,96,39
21.99,-159.34,31103,9.6,-45.3,13,90,64
19.72,-155.05,305,979.7,19.2,63,355,19
19.72,-155.05,1815,819.0,7.6,77,355,24
19.72,-155.05,2416,761.0,5.0,45,346,27
19.72,-155.05,2743,731.1,3.7,48,325,20
19.72,-155.05,3579,659.0,-0.3,13,339,22
19.72,-155.05,5038,547.0,-10.5,10,349,26
19.72,-155.05,7360,400.0,-26.7,8,345,39
19.72,-155.05,8846,325.0,-28.9,8,295,58
19.72,-155.05,10363,262.6,-33.3,7,275,41
19.72,-155.05,14785,133.0,-67.9,19,300,71
19.72,-155.05,15658,115.0,-67.1,20,317,61
19.72,-155.05,17983,77.2,-78.8,24,310,35
19.72,-155.05,19375,60.9,-69.3,19,346,8
19.72,-155.05,21306,44.1,-62.9,16,101,11
19.72,-155.05,23470,31.1,-59.5,13,65,24
19.72,-155.05,24994,24.4,-54.7,9,100,27
19.72,-155.05,27675,16.1,-51.1,6,92,32
19.72,-155.05,29566,12.1,-45.7,7,60,38
19.72,-155.05,31773,8.7,-42.7,7,99,45
