53	-88	79.665305	79.769657	-0.104352
53	-81	84.347978	84.322749	0.025229
53	-74	84.884662	84.816381	0.068281
53	-67	85.444557	85.505647	-0.06109
53	-60	84.766637	84.638023	0.128614
53	-53	84.369077	84.298324	0.070752
58	-144	84.328775	84.195242	0.133533
58	-137	84.17181	84.138377	0.033433
58	-130	85.644404	85.718436	-0.074032
58	-123	85.345312	85.293436	0.051876
58	-116	85.261837	84.98292	0.278917
58	-109	85.014	85.073213	-0.059213
58	-102	84.883778	84.923985	-0.040206
58	-95	84.573332	84.622767	-0.049435
58	-88	84.597505	84.48912	0.108385
58	-81	84.594806	84.744246	-0.14944
58	-74	85.115724	84.929466	0.186257
58	-67	84.443422	84.302075	0.141347
58	-60	84.33891	84.300788	0.038122
58	-53	84.335657	84.320232	0.015425
				0.538423
				-11.355829
